"id_arbre";"KEY2";"massif";"plot";"num_arbre";"X_L93";"Y_L93";"alt_L93";"precision_GPS";"carte_etat.major";"coupe_annee";"coupe_code";"classement";"dist_arbre1.m";"sp";"config_arbre";"nb_brins_decrit";"etat_arbre";"note_DEPERIS";"nb_branches_coupees";"H_bas_houppier.m";"L_houppier.m";"DBH.cm";"H_arbre.m";"methode_H";"date";"etat_ciel";"grimpeur";"duree_install.min";"duree_up.min";"duree_down.min";"duree_inventaire.min";"rq_install";"TreMs_type";"subtype";"H_TreMs";"type_related";"group_related";"rq_obs";"rapport_h_TreMs";"strate";"rq_obs_simpl";"rq_obs_simpl2";"f_elancement";"note_DEPERIS_simpl";"vol_BMP.m2";"label_fr";"morphologie";"position_gravitaire";"trait_saprox";"saproxylic_qui_est";"taille";"RS_subtype";"RS_type";"RS_groupe";"Ab_DMH_O"
"T_118_2";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[1]";"Troncais";118;2;2.73100703023374;46.6698529757559;254.037415;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;15;21;68;36;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";23;14;17;31;"";"*1022 *1031 *1044 *1071";10441111;0;1044;104;"V";0;"1p";"V";"PV";52.9411764705882;"deperissant";0.1845685683984;"Concavite racinaire a fond dur ";"concave";"lateral";0;"non_saprox";"petit";5;4;4;9
"T_118_2";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[1]";"Troncais";118;2;2.73100703023374;46.6698529757559;254.037415;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;15;21;68;36;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";23;14;17;31;"";"*1022 *1031 *1044 *1071";10711111;18.5;1071;107;"V";51.3888888888889;"h1";"V";"PV";52.9411764705882;"deperissant";0.1845685683984;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;9
"T_118_2";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[1]";"Troncais";118;2;2.73100703023374;46.6698529757559;254.037415;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;15;21;68;36;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";23;14;17;31;"";"*1022 *1031 *1044 *1071";10711111;25.5;1071;107;"V";70.8333333333333;"h2";"V";"PV";52.9411764705882;"deperissant";0.1845685683984;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;9
"T_118_2";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[1]";"Troncais";118;2;2.73100703023374;46.6698529757559;254.037415;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;15;21;68;36;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";23;14;17;31;"";"*1022 *1031 *1044 *1071";10711111;27.5;1071;107;"V";76.3888888888889;"h2";"V";"PV";52.9411764705882;"deperissant";0.1845685683984;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;9
"T_118_2";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[1]";"Troncais";118;2;2.73100703023374;46.6698529757559;254.037415;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;15;21;68;36;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";23;14;17;31;"";"*1022 *1031 *1044 *1071";10711111;28;1071;107;"V";77.7777777777778;"h2";"V";"PV";52.9411764705882;"deperissant";0.1845685683984;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;9
"T_118_2";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[1]";"Troncais";118;2;2.73100703023374;46.6698529757559;254.037415;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"D";NA;15;21;68;36;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";23;14;17;31;"";"*1022 *1031 *1044 *1071";10711111;31.5;1071;107;"V";87.5;"h3";"V";"PV";52.9411764705882;"deperissant";0.1845685683984;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;9
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10221211;21;1022;102;"V";63.6363636363636;"h1";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10221211;22;1022;102;"V";66.6666666666667;"h1";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10221212;18.5;1022;102;"V";56.0606060606061;"h1";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10311112;18.5;1031;103;"V";56.0606060606061;"h1";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10311112;19;1031;103;"O";57.5757575757576;"h1";"OP";"O";53.2258064516129;"deperissant";0.115846229101124;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10311112;24;1031;103;"V";72.7272727272727;"h2";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10511112;27;1051;105;"V";81.8181818181818;"h2";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Bois sans ecorce";"plat";"lateral";5;"saprox";"moyen";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10711111;18;1071;107;"V";54.5454545454545;"h1";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10711111;27.5;1071;107;"V";83.3333333333333;"h2";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;10
"T_118_3";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[3]";"Troncais";118;3;2.73093704134226;46.6697610262781;255.250397;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;17.5;15.5;62;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Adelie";34;25;4;29;"";"*1031 *1022 *1051 *1071";10711111;28;1071;107;"V";84.8484848484848;"h3";"V";"PV";53.2258064516129;"deperissant";0.115846229101124;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";5;4;4;10
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10221111;22;1022;102;"V";66.6666666666667;"h2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10221111;18;1022;102;"O";54.5454545454545;"h1";"OP";"O";63.4615384615385;"deperissant";0.718639319508665;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10221111;14;1022;102;"V";42.4242424242424;"2t2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10221211;22.5;1022;102;"O";68.1818181818182;"h2";"OP";"O";63.4615384615385;"deperissant";0.718639319508665;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10311113;18;1031;103;"V";54.5454545454545;"h1";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Orifices et galeries creusees par des insectes ";"concave";"lateral";5;"saprox";"petit";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;22.5;1071;107;"V";68.1818181818182;"h2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;27.5;1071;107;"V";83.3333333333333;"h3";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;26.5;1071;107;"V";80.3030303030303;"h2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;17.5;1071;107;"V";53.030303030303;"h1";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;24.5;1071;107;"V";74.2424242424242;"h2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;26;1071;107;"V";78.7878787878788;"h2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_118_4";"uuid:ee7d10ba-52d8-4f2d-9b5a-ec93aefb27de/emplacement[4]";"Troncais";118;4;2.73096797056496;46.669705035165;255.362366;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"E";NA;15;18;52;33;"Vertex";"17/04/2024";"nuageux & ensoleille";"Guilhem";23;5;22;27;"";"*1022 *1031 *1071";10711111;25;1071;107;"V";75.7575757575758;"h2";"V";"PV";63.4615384615385;"deperissant";0.718639319508665;"Branches mortes";"convexe";"lateral";5;"saprox";"grand";4;3;3;12
"T_19_1";"uuid:c5dbfda3-2f29-4d7e-b59c-14b4f4f70ad5/emplacement[4]";"Troncais";19;1;2.83213200978935;46.6816459782422;300.914795;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"C";NA;19.4;24.6;102;44;"Vertex";"18/04/2024";"nuageux & ensoleille";"Guilhem";NA;NA;NA;25;"";"*1062 1063 *1053 1054 *1022 *1071";10221111;25;1022;102;"V";56.8181818181818;"h1";"V";"PV";43.1372549019608;"sain";0.127627201552085;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";6;6;4;11
"T_19_1";"uuid:c5dbfda3-2f29-4d7e-b59c-14b4f4f70ad5/emplacement[4]";"Troncais";19;1;2.83213200978935;46.6816459782422;300.914795;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"C";NA;19.4;24.6;102;44;"Vertex";"18/04/2024";"nuageux & ensoleille";"Guilhem";NA;NA;NA;25;"";"*1062 1063 *1053 1054 *1022 *1071";10221111;18;1022;102;"V";40.9090909090909;"2t2";"V";"PV";43.1372549019608;"sain";0.127627201552085;"Cavite a terreau de tronc";"concave";"lateral";5;"saprox";"petit";6;6;4;11
"T_19_1";"uuid:c5dbfda3-2f29-4d7e-b59c-14b4f4f70ad5/emplacement[4]";"Troncais";19;1;2.83213200978935;46.6816459782422;300.914795;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"C";NA;19.4;24.6;102;44;"Vertex";"18/04/2024";"nuageux & ensoleille";"Guilhem";NA;NA;NA;25;"";"*1062 1063 *1053 1054 *1022 *1071";10531121;29.5;1053;105;"V";67.0454545454545;"h2";"V";"PV";43.1372549019608;"sain";0.127627201552085;"Abri sous ecorce decolee";"convexe";"lateral";5;"saprox";NA;6;6;4;11
"T_19_1";"uuid:c5dbfda3-2f29-4d7e-b59c-14b4f4f70ad5/emplacement[4]";"Troncais";19;1;2.83213200978935;46.6816459782422;300.914795;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"C";NA;19.4;24.6;102;44;"Vertex";"18/04/2024";"nuageux & ensoleille";"Guilhem";NA;NA;NA;25;"";"*1062 1063 *1053 1054 *1022 *1071";1054;29.5;1054;105;"V";67.0454545454545;"h2";"V";"PV";43.1372549019608;"sain";0.127627201552085;"Ecorce decollee formant une poche";"convexe";"lateral";5;"saprox";NA;6;6;4;11
"T_19_1";"uuid:c5dbfda3-2f29-4d7e-b59c-14b4f4f70ad5/emplacement[4]";"Troncais";19;1;2.83213200978935;46.6816459782422;300.914795;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"C";NA;19.4;24.6;102;44;"Vertex";"18/04/2024";"nuageux & ensoleille";"Guilhem";NA;NA;NA;25;"";"*1062 1063 *1053 1054 *1022 *1071";10621121;35.5;1062;106;"V";80.6818181818182;"h2";"V";"PV";43.1372549019608;"sain";0.127627201552085;"Charpentiere arrachee exposant le bois du tronc";"convexe";"lateral";5;"saprox";NA;6;6;4;11
"T_19_1";"uuid:c5dbfda3-2f29-4d7e-b59c-14b4f4f70ad5/emplacement[4]";"Troncais";19;1;2.83213200978935;46.6816459782422;300.914795;NA;"foret";NA;"";"";NA;"Quercus_petraea";"franc_pied";NA;"vivant";"C";NA;19.4;24.6;102;44;"Vertex";"18/04/2024";"nuageux & ensoleille";"Guilhem";NA;NA;NA;25;"";"*1062 1063 *1053 1054 *1022 *1071";1063;25.5;1063;106;"V";57.9545454545455;"h1";"V";"PV";43.1372549019608;"sain";0.127627201552085;"Fente simple";"concave";"lateral";5;"saprox";NA;6;6;4;11
